MAP;ARG1;ARG2;ARG3;Vertices(n);Edges(m);BFS Calls(I);Augment Calls;Max Flow;Elapsed Time(s);#BFS Operations;AVG BFS Operations;Std Dev BFS Operations;C;r;s;t;uI
1;4;16;10000;66;188;88;87;34042;0.00151677;5430;61.7045;2.75582;0.462766;0.0140232;0.934917;0.00390831;0.0035461
1;4;16;10000;66;188;88;87;34042;0.00152479;5430;61.7045;2.75582;0.462766;0.0140232;0.934917;0.00390831;0.0035461
1;4;32;100;130;380;113;112;268;0.00389565;14185;125.531;4.96371;0.373684;0.00574899;0.965623;0.00299244;0.00114372
1;4;32;1000;130;380;156;155;3344;0.00540375;19480;124.872;8.91895;0.410526;0.00631579;0.960552;0.00216357;0.00157895
1;4;32;10000;130;380;156;155;34042;0.00539103;19566;125.423;7.18263;0.410526;0.00631579;0.964793;0.00216595;0.00157895
1;4;32;10000;130;380;156;155;34042;0.00538454;19566;125.423;7.18263;0.410526;0.00631579;0.964793;0.00216595;0.00157895
1;4;64;100;258;764;170;169;268;0.0116748;42999;252.935;13.8412;0.361257;0.00280044;0.980369;0.00197037;0.000431227
1;4;64;1000;258;764;297;296;3163;0.0205192;75380;253.805;2.38307;0.399215;0.00309469;0.983739;0.00113195;0.000753379
1;4;64;10000;258;764;258;257;26552;0.0177911;65502;253.884;1.25524;0.340314;0.00263809;0.984045;0.00130336;0.00065445
1;4;64;10000;258;764;258;257;26552;0.0179655;65502;253.884;1.25524;0.340314;0.00263809;0.984045;0.00130336;0.00065445
1;4;128;100;514;1532;239;238;268;0.0329144;121453;508.172;28.208;0.340731;0.0013258;0.988661;0.00139603;0.000151756
1;4;128;1000;514;1532;340;339;1977;0.0466246;173174;509.335;12.2385;0.239556;0.000932125;0.990925;0.000983573;0.000215887
1;4;128;10000;514;1532;504;503;26552;0.0699875;256764;509.452;12.2818;0.334204;0.0013004;0.991152;0.000663678;0.000320021
1;4;128;10000;514;1532;504;503;26552;0.0707545;256764;509.452;12.2818;0.334204;0.0013004;0.991152;0.000663678;0.000320021
1;8;2;100;18;40;25;24;1337;8.153e-05;249;9.96;0.195959;0.6;0.0666667;0.553333;0.01432;0.0173611
1;8;2;1000;18;40;25;24;12337;0.00012192;249;9.96;0.195959;0.6;0.0666667;0.553333;0.01432;0.0173611
1;8;2;10000;18;40;25;24;111337;8.111e-05;249;9.96;0.195959;0.6;0.0666667;0.553333;0.01432;0.0173611
1;8;2;10000;18;40;25;24;111337;0.000121099;249;9.96;0.195959;0.6;0.0666667;0.553333;0.01432;0.0173611
1;8;4;100;34;88;51;50;977;0.000564578;1259;24.6863;1.54018;0.579545;0.0340909;0.726067;0.00678498;0.00852273
1;8;4;1000;34;88;44;43;8158;0.000304759;1013;23.0227;2.80007;0.488636;0.0287433;0.677139;0.00758945;0.00735294
1;8;4;10000;34;88;47;46;80967;0.000548138;1159;24.6596;2.1266;0.522727;0.0307487;0.725282;0.00742314;0.00785428
1;8;4;10000;34;88;47;46;80967;0.000341009;1159;24.6596;2.1266;0.522727;0.0307487;0.725282;0.00742314;0.00785428
1;8;8;100;66;184;105;104;911;0.00243015;5997;57.1143;1.10681;0.581522;0.0176219;0.865368;0.00325052;0.00432312
1;8;8;1000;66;184;96;95;8158;0.00259683;5441;56.6771;4.51039;0.516304;0.0156456;0.858744;0.00357955;0.00395257
1;8;8;10000;66;184;95;94;80505;0.0023842;5358;56.4;4.61667;0.51087;0.0154809;0.854545;0.00363182;0.0039114
1;8;8;10000;66;184;95;94;80505;0.00149982;5358;56.4;4.61667;0.51087;0.0154809;0.854545;0.00363182;0.0039114
1;8;16;100;130;376;151;150;670;0.00536741;18336;121.43;2.98675;0.43617;0.00671031;0.93408;0.00226066;0.0015446
1;8;16;1000;130;376;177;176;8158;0.0058739;21374;120.757;8.04948;0.468085;0.00720131;0.9289;0.00191677;0.00181056
1;8;16;10000;130;376;178;177;80505;0.00593061;21515;120.871;7.65405;0.470745;0.00724223;0.929775;0.0019104;0.00182079
1;8;16;10000;130;376;178;177;80505;0.00590844;21515;120.871;7.65405;0.470745;0.00724223;0.929775;0.0019104;0.00182079
1;8;32;100;258;760;258;257;670;0.0174087;64338;249.372;10.0661;0.426316;0.00330477;0.966559;0.00130693;0.000657895
1;8;32;1000;258;760;362;361;7663;0.0246914;89663;247.688;5.81333;0.488158;0.00378417;0.96003;0.000923264;0.000923093
1;8;32;10000;258;760;339;338;71319;0.0231644;83927;247.572;3.13369;0.444737;0.00344757;0.959582;0.000986788;0.000864443
1;8;32;10000;258;760;339;338;71319;0.0230229;83927;247.572;3.13369;0.444737;0.00344757;0.959582;0.000986788;0.000864443
1;8;64;100;514;1528;413;412;670;0.0568886;208268;504.281;20.5737;0.414267;0.00161193;0.981091;0.000810699;0.000262926
1;8;64;1000;514;1528;596;595;6325;0.0901611;301342;505.607;8.9662;0.407068;0.00158392;0.983672;0.000562518;0.000379428
1;8;64;10000;514;1528;684;683;68744;0.0996567;345228;504.719;3.31488;0.44699;0.00173926;0.981944;0.000490042;0.000435451
1;8;64;10000;514;1528;684;683;68744;0.0960278;345228;504.719;3.31488;0.44699;0.00173926;0.981944;0.000490042;0.000435451
1;8;128;100;1026;3064;519;518;612;0.151109;528108;1017.55;10.2616;0.382507;0.000745627;0.991763;0.000644273;8.2547e-05
1;8;128;1000;1026;3064;1119;1118;6325;0.320305;1138276;1017.23;21.8442;0.402089;0.000783799;0.991448;0.000298668;0.000177977
1;8;128;10000;1026;3064;1298;1297;65630;0.385267;1320643;1017.44;14.4728;0.426567;0.000831514;0.991661;0.000257597;0.000206447
1;8;128;10000;1026;3064;1298;1297;65630;0.365875;1320643;1017.44;14.4728;0.426567;0.000831514;0.991661;0.000257597;0.000206447
1;16;2;100;34;80;49;48;2494;0.000382109;881;17.9796;0.141392;0.6;0.0352941;0.528812;0.0067576;0.00900735
1;16;2;1000;34;80;49;48;21594;0.000398818;881;17.9796;0.141392;0.6;0.0352941;0.528812;0.0067576;0.00900735
1;16;2;10000;34;80;49;48;233594;0.00025377;881;17.9796;0.141392;0.6;0.0352941;0.528812;0.0067576;0.00900735
1;16;2;10000;34;80;49;48;233594;0.000378738;881;17.9796;0.141392;0.6;0.0352941;0.528812;0.0067576;0.00900735
1;16;4;100;66;176;100;99;1985;0.00153242;4602;46.02;3.16221;0.568182;0.0172176;0.697273;0.00323239;0.00430441
1;16;4;1000;66;176;103;102;18430;0.00201518;4331;42.0485;5.17721;0.579545;0.017562;0.637099;0.00296436;0.00443354
1;16;4;10000;66;176;94;93;171350;0.00178512;4049;43.0745;5.56822;0.528409;0.0160124;0.652643;0.0033219;0.00404614
1;16;4;10000;66;176;94;93;171350;0.00198943;4049;43.0745;5.56822;0.528409;0.0160124;0.652643;0.0033219;0.00404614
1;16;8;100;130;368;181;180;1554;0.005486;19685;108.757;5.7945;0.519022;0.00798495;0.836592;0.00182863;0.00189172
1;16;8;1000;130;368;202;201;17557;0.00590298;21006;103.99;10.489;0.546196;0.00840301;0.799924;0.00162868;0.0021112
1;16;8;10000;130;368;178;177;166055;0.00516104;18503;103.949;15.7816;0.480978;0.00739967;0.799611;0.00182972;0.00186037
1;16;8;10000;130;368;178;177;166055;0.00515928;18503;103.949;15.7816;0.480978;0.00739967;0.799611;0.00182972;0.00186037
1;16;16;100;258;752;346;345;1554;0.0239764;82058;237.162;10.3782;0.503989;0.00390689;0.919232;0.000965294;0.000891679
1;16;16;1000;258;752;365;364;15213;0.0236481;86708;237.556;9.20216;0.486702;0.00377288;0.92076;0.000914696;0.000940644
1;16;16;10000;258;752;379;378;156293;0.0250952;89808;236.96;8.46324;0.50266;0.00389659;0.918451;0.00088364;0.000976724
1;16;16;10000;258;752;379;378;156293;0.0254183;89808;236.96;8.46324;0.50266;0.00389659;0.918451;0.00088364;0.000976724
1;16;32;100;514;1520;615;614;1554;0.0841932;303726;493.863;17.2852;0.503947;0.00196344;0.960824;0.000543206;0.000393585
1;16;32;1000;514;1520;704;703;14493;0.0950455;347439;493.521;10.8637;0.475658;0.00185081;0.960158;0.000474791;0.000450543
1;16;32;10000;514;1520;754;753;148302;0.102216;371348;492.504;11.4879;0.494737;0.00193017;0.958179;0.000441799;0.000482541
1;16;32;10000;514;1520;754;753;148302;0.104902;371348;492.504;11.4879;0.494737;0.00193017;0.958179;0.000441799;0.000482541
1;16;64;100;1026;3056;926;925;1476;0.266462;927809;1001.95;11.9373;0.471531;0.000919802;0.976563;0.000359467;0.000147666
1;16;64;1000;1026;3056;1238;1237;13540;0.370624;1243156;1004.16;11.6825;0.42801;0.000834966;0.978718;0.000269453;0.000197419
1;16;64;10000;1026;3056;1418;1417;142736;0.425122;1426121;1005.73;8.56434;0.465314;0.000907683;0.980241;0.000235492;0.000226123
1;16;64;10000;1026;3056;1418;1417;142736;0.398785;1426121;1005.73;8.56434;0.465314;0.000907683;0.980241;0.000235492;0.000226123
1;16;128;100;2050;6128;1238;1237;1452;0.729931;2516081;2032.38;26.3163;0.457735;0.00044673;0.991403;0.000269835;4.9274e-05
1;16;128;1000;2050;6128;2393;2392;13540;1.37955;4854231;2028.51;23.8635;0.43342;0.000423168;0.989518;0.000139249;9.52445e-05
1;16;128;10000;2050;6128;2738;2737;138915;1.60282;5556145;2029.27;13.9651;0.450718;0.000439884;0.989888;0.000121849;0.000108976
1;16;128;10000;2050;6128;2738;2737;138915;1.58186;5556145;2029.27;13.9651;0.450718;0.000439884;0.989888;0.000121849;0.000108976
1;32;2;100;66;160;97;96;5035;0.00209492;3297;33.9897;0.10101;0.6;0.0181818;0.514995;0.00325885;0.0045928
1;32;2;1000;66;160;97;96;46335;0.00135928;3297;33.9897;0.10101;0.6;0.0181818;0.514995;0.00325885;0.0045928
1;32;2;10000;66;160;97;96;473335;0.00140492;3297;33.9897;0.10101;0.6;0.0181818;0.514995;0.00325885;0.0045928
1;32;2;10000;66;160;97;96;473335;0.000888957;3297;33.9897;0.10101;0.6;0.0181818;0.514995;0.00325885;0.0045928
1;32;4;100;130;352;183;182;3502;0.00457909;16487;90.0929;6.36822;0.539773;0.0083042;0.693022;0.00170494;0.00199956
1;32;4;1000;130;352;193;192;37237;0.00507759;15722;81.4611;10.3423;0.545455;0.00839161;0.626624;0.00150881;0.00210883
1;32;4;10000;130;352;178;177;369214;0.00406111;14718;82.6854;11.0358;0.502841;0.00773601;0.636041;0.00163717;0.00194493
1;32;4;10000;130;352;178;177;369214;0.00427647;14718;82.6854;11.0358;0.502841;0.00773601;0.636041;0.00163717;0.00194493
1;32;8;100;258;736;344;343;3039;0.0192336;68720;199.767;22.6475;0.48913;0.00379171;0.774292;0.000894377;0.000905797
1;32;8;1000;258;736;382;381;32878;0.0201134;72588;190.021;30.2953;0.524457;0.00406555;0.736515;0.000761163;0.00100586
1;32;8;10000;258;736;358;357;319974;0.0201604;72917;203.679;13.6245;0.485054;0.00376011;0.789453;0.00086206;0.000942661
1;32;8;10000;258;736;358;357;319974;0.0200114;72917;203.679;13.6245;0.485054;0.00376011;0.789453;0.00086206;0.000942661
1;32;16;100;514;1504;649;648;3039;0.0789566;287226;442.567;51.129;0.474734;0.00184721;0.861025;0.000485232;0.000419763
1;32;16;1000;514;1504;655;654;27805;0.0825245;291780;445.466;40.2753;0.442819;0.00172303;0.866665;0.000484958;0.000423643
1;32;16;10000;514;1504;707;706;291347;0.0887405;318919;451.088;42.2902;0.46875;0.00182652;0.877603;0.00044992;0.000457276
1;32;16;10000;514;1504;707;706;291347;0.0987455;318919;451.088;42.2902;0.46875;0.00182652;0.877603;0.00044992;0.000457276
1;32;32;100;1026;3040;1218;1217;3039;0.354581;1177175;966.482;45.8868;0.499671;0.000974018;0.94199;0.000269013;0.000195252
1;32;32;1000;1026;3040;1287;1286;27082;0.345382;1247555;969.351;34.3513;0.436842;0.000851544;0.944787;0.000255086;0.000206313
1;32;32;10000;1026;3040;1401;1400;286924;0.390169;1359889;970.656;44.9735;0.461842;0.000900918;0.946058;0.000235253;0.000224588
1;32;32;10000;1026;3040;1401;1400;286924;0.397839;1359889;970.656;44.9735;0.461842;0.000900918;0.946058;0.000235253;0.000224588
1;32;64;100;2050;6112;1900;1899;3039;1.09476;3808394;2004.42;48.3367;0.500491;0.000488443;0.977765;0.000175148;7.58205e-05
1;32;64;1000;2050;6112;2524;2523;27082;1.44826;5071182;2009.18;28.6547;0.432428;0.000421881;0.98009;0.000132231;0.000100721
1;32;64;10000;2050;6112;2823;2822;286924;1.60115;5662515;2005.85;38.6934;0.464332;0.000453327;0.978463;0.000117901;0.000112653
1;32;64;10000;2050;6112;2823;2822;286924;1.62944;5662515;2005.85;38.6934;0.464332;0.000453327;0.978463;0.000117901;0.000112653
1;32;128;100;4098;12256;2380;2379;2772;2.7931;9648277;4053.9;33.1867;0.435787;0.000212762;0.989238;0.000140035;2.36933e-05
1;32;128;1000;4098;12256;4945;4944;27082;5.81494;20047083;4054.01;51.8672;0.445659;0.0002177;0.989266;6.73859e-05;4.92284e-05
1;32;128;10000;4098;12256;5628;5627;282746;6.58764;22782068;4047.99;28.2337;0.463773;0.000226421;0.987796;5.91042e-05;5.60278e-05
1;32;128;10000;4098;12256;5628;5627;282746;6.48649;22782068;4047.99;28.2337;0.463773;0.000226421;0.987796;5.91042e-05;5.60278e-05
1;64;2;100;130;320;193;192;9869;0.00521333;12737;65.9948;0.0717949;0.6;0.00923077;0.507652;0.00159685;0.00231971
1;64;2;1000;130;320;193;192;95569;0.00337611;12737;65.9948;0.0717949;0.6;0.00923077;0.507652;0.00159685;0.00231971
1;64;2;10000;130;320;193;192;967569;0.00516705;12737;65.9948;0.0717949;0.6;0.00923077;0.507652;0.00159685;0.00231971
1;64;2;10000;130;320;193;192;967569;0.00451691;12737;65.9948;0.0717949;0.6;0.00923077;0.507652;0.00159685;0.00231971
1;64;4;100;258;704;371;370;7036;0.0165342;60236;162.361;19.0803;0.534091;0.00414024;0.629307;0.000760233;0.0010213
1;64;4;1000;258;704;397;396;74068;0.0186539;66144;166.61;16.6396;0.56392;0.00437148;0.645774;0.00073261;0.00109287
1;64;4;10000;258;704;382;381;749736;0.0178393;64800;169.634;15.2191;0.541193;0.0041953;0.657494;0.000768379;0.00105158
1;64;4;10000;258;704;382;381;749736;0.018086;64800;169.634;15.2191;0.541193;0.0041953;0.657494;0.000768379;0.00105158
1;64;8;100;514;1472;669;668;6185;0.0710008;259490;387.877;47.2539;0.478261;0.00186094;0.754625;0.000442694;0.000442105
1;64;8;1000;514;1472;761;760;64283;0.0814782;291227;382.69;49.072;0.518342;0.0020169;0.744533;0.000388413;0.000502902
1;64;8;10000;514;1472;729;728;624290;0.0919602;290244;398.14;39.2509;0.494565;0.00192438;0.774591;0.000415014;0.000481755
1;64;8;10000;514;1472;729;728;624290;0.0808877;290244;398.14;39.2509;0.494565;0.00192438;0.774591;0.000415014;0.000481755
1;64;16;100;1026;3008;1342;1341;6150;0.319133;1142495;851.338;102.767;0.502327;0.000979195;0.829764;0.000225193;0.000217419
1;64;16;1000;1026;3008;1477;1476;60376;0.377412;1339342;906.799;47.4753;0.494016;0.000962994;0.88382;0.000215753;0.00023929
1;64;16;10000;1026;3008;1484;1483;598803;0.369172;1310363;882.994;69.9693;0.493351;0.000961698;0.860618;0.00021108;0.000240424
1;64;16;10000;1026;3008;1484;1483;598803;0.384626;1310363;882.994;69.9693;0.493351;0.000961698;0.860618;0.00021108;0.000240424
1;64;32;100;2050;6080;2365;2364;6150;1.29579;4522083;1912.09;105.286;0.497204;0.000485077;0.932725;0.000137451;9.48732e-05
1;64;32;1000;2050;6080;2866;2865;58248;1.57392;5458851;1904.69;101.003;0.482566;0.000470956;0.929119;0.000113007;0.000114971
1;64;32;10000;2050;6080;3073;3072;594109;1.70122;5898875;1919.58;79.5358;0.505921;0.000494063;0.936381;0.000106127;0.000123275
1;64;32;10000;2050;6080;3073;3072;594109;1.70747;5898875;1919.58;79.5358;0.505921;0.000494063;0.936381;0.000106127;0.000123275
1;64;64;100;4098;12224;3724;3723;5893;4.27359;14848820;3987.33;77.3569;0.481512;0.000234998;0.972994;8.89264e-05;3.71702e-05
1;64;64;1000;4098;12224;5504;5503;55839;6.34479;21837740;3967.61;120.71;0.473249;0.000231285;0.968183;5.98618e-05;5.49368e-05
1;64;64;10000;4098;12224;5328;5327;545781;6.09107;21295922;3996.98;52.199;0.437255;0.000213519;0.97535;6.22878e-05;5.31801e-05
1;64;64;10000;4098;12224;5328;5327;545781;6.03215;21295922;3996.98;52.199;0.437255;0.000213519;0.97535;6.22878e-05;5.31801e-05
1;64;128;100;8194;24512;5100;5099;5893;11.8284;41210555;8080.5;115.607;0.489883;0.000119661;0.986149;6.51105e-05;1.2696e-05
1;64;128;1000;8194;24512;10313;10312;55839;23.9809;83345836;8081.63;118.446;0.465976;0.000113845;0.986286;3.22106e-05;2.56732e-05
1;64;128;10000;8194;24512;10664;10663;545781;24.8936;86199851;8083.26;115.28;0.439132;0.000107224;0.986485;3.1157e-05;2.6547e-05
1;64;128;10000;8194;24512;10664;10663;545781;24.6521;86199851;8083.26;115.28;0.439132;0.000107224;0.986485;3.1157e-05;2.6547e-05
1;128;2;100;258;640;385;384;19519;0.0132135;50049;129.997;0.0508985;0.6;0.00465116;0.503866;0.000789952;0.00116582
1;128;2;1000;258;640;385;384;198419;0.0154626;50049;129.997;0.0508985;0.6;0.00465116;0.503866;0.000789952;0.00116582
1;128;2;10000;258;640;385;384;2045419;0.0129886;50049;129.997;0.0508985;0.6;0.00465116;0.503866;0.000789952;0.00116582
1;128;2;10000;258;640;385;384;2045419;0.0129815;50049;129.997;0.0508985;0.6;0.00465116;0.503866;0.000789952;0.00116582
1;128;4;100;514;1408;731;730;14439;0.063366;236140;323.037;38.4225;0.53125;0.00206712;0.628477;0.000381383;0.000505035
1;128;4;1000;514;1408;750;749;142003;0.0673998;245122;326.829;35.4229;0.53267;0.00207265;0.635855;0.000378662;0.000518162
1;128;4;10000;514;1408;747;746;1450897;0.0702659;254707;340.973;32.5346;0.53054;0.00206436;0.663372;0.000390248;0.000516089
1;128;4;10000;514;1408;747;746;1450897;0.0759794;254707;340.973;32.5346;0.53054;0.00206436;0.663372;0.000390248;0.000516089
1;128;8;100;1026;2944;1462;1461;13210;0.290523;1042030;712.743;119.398;0.522079;0.0010177;0.694681;0.000186116;0.000242009
1;128;8;1000;1026;2944;1477;1476;128523;0.315542;1102281;746.297;99.373;0.505435;0.000985253;0.727385;0.000191824;0.000244492
1;128;8;10000;1026;2944;1443;1442;1236275;0.290255;1045550;724.567;105.72;0.490149;0.000955457;0.706206;0.000189622;0.000238864
1;128;8;10000;1026;2944;1443;1442;1236275;0.291056;1045550;724.567;105.72;0.490149;0.000955457;0.706206;0.000189622;0.000238864
1;128;16;100;2050;6016;2707;2706;12612;1.34378;4671233;1725.61;141.959;0.506483;0.000494129;0.841762;0.000112657;0.000109748
1;128;16;1000;2050;6016;2928;2927;121936;1.41191;4858736;1659.4;180.239;0.494182;0.000482129;0.809466;0.000100635;0.000118708
1;128;16;10000;2050;6016;2936;2935;1194565;1.36563;4711987;1604.9;212.993;0.488032;0.000476129;0.782878;9.72969e-05;0.000119032
1;128;16;10000;2050;6016;2936;2935;1194565;1.347;4711987;1604.9;212.993;0.488032;0.000476129;0.782878;9.72969e-05;0.000119032
1;128;32;100;4098;12160;4697;4696;11973;5.0636;17645502;3756.76;198.173;0.490872;0.000239687;0.91673;6.77762e-05;4.71287e-05
1;128;32;1000;4098;12160;5472;5471;112917;5.87748;20198775;3691.3;200.377;0.461184;0.000225078;0.900756;5.71275e-05;5.49048e-05
1;128;32;10000;4098;12160;6010;6009;1169293;6.53321;22659289;3770.26;169.13;0.49523;0.000241734;0.920025;5.32141e-05;6.0303e-05
1;128;32;10000;4098;12160;6010;6009;1169293;6.50019;22659289;3770.26;169.13;0.49523;0.000241734;0.920025;5.32141e-05;6.0303e-05
1;128;64;100;8194;24448;7487;7486;11789;17.2064;58734011;7844.8;273.237;0.48957;0.000119585;0.957383;4.35565e-05;1.8687e-05
1;128;64;1000;8194;24448;10598;10597;110873;24.4445;82925836;7824.67;241.787;0.456929;0.000111538;0.954927;3.07012e-05;2.64518e-05
1;128;64;10000;8194;24448;11525;11524;1149654;26.4627;89843391;7795.52;293.819;0.473372;0.000115601;0.95137;2.80836e-05;2.87655e-05
1;128;64;10000;8194;24448;11525;11524;1149654;26.2932;89843391;7795.52;293.819;0.473372;0.000115601;0.95137;2.80836e-05;2.87655e-05
1;128;128;100;16386;49024;10201;10200;11779;50.2556;164185345;16095;343.357;0.493534;6.03505e-05;0.982242;3.24289e-05;6.34938e-06
1;128;128;1000;16386;49024;20158;20157;110873;96.5185;325299998;16137.5;319.609;0.455389;5.56026e-05;0.984835;1.64504e-05;1.25469e-05
1;128;128;10000;16386;49024;22563;22562;1118221;106.129;362556873;16068.6;399.212;0.465201;5.68101e-05;0.980633;1.46314e-05;1.40438e-0
